Northern Mariana Islands,"The earliest settlers in the Marianas chain are thought to have descended from the Malay race and to have migrated from the Malay peninsula via Indonesia or the Philippines. Early Chamorros were farmers, fishermen, hunters, and built their houses on large stone pillars known today as ""latte stones"" (a few of which still exist on Tinian and Rota).
 The first European in these waters was Ferdinand Magellan in 1521, who landed on nearby Guam and claimed the islands for Spain. Not content to claim the land, the Spanish also helped themselves to whatever else happened to be lying around. The natives responded in kind, helping themselves to tools and other items from Magellan's ships. Angry at this, Magellan first dubbed the islands ""Las Islas de los Ladrones"", (The Islands of the Thieves), but in 1668 their name was changed to Las Marianas after Maria Anna of Austria, widow of Spain's Philip IV. 
"
Palau,"After three decades as part of the UN Trust Territory of the Pacific under US administration, this westernmost cluster of the Caroline Islands opted for independence in 1978 rather than join the Federated States of Micronesia. A Compact of Free Association with the US was approved in 1986, but not ratified until 1993. Palau officially became independent on 1 Oct 1994.
 Early Palauans may have come from Polynesia and Asia. Depending on the origin of a family, Palauans may represent many parts of Melanesia, Micronesia and Polynesia. However, they are not traditionally considered to be Micronesian. For thousands of years, Palauans have had a well established matrilineal society, believed to have descended from Javanese precedents. 
"
Nigeria,"Nigeria [1] (Hausa: Nijeriya, Igbo: Naíjíríà, Yoruba: Nàìjíríà) is a country in equatorial West Africa. It is the continent's most populous nation.  It has a southern coastline on the Gulf of Guinea, and has Benin to the west, Cameroon to the southeast, Chad to the northeast, and Niger to the north. It is the largest oil producer and third largest economy in Africa.
 In the northern part of the country, Kano and Katsina have recorded history which dates back to around 999. 
"
Russian Federation,"The grandeur of the Czars, the brutality of Soviet regime, the literary masterpieces baring the Russian soul, and the onion domes of the cathedrals all have captivated the imagination of generations of travellers. Now Russia is shedding its Soviet past and creating itself anew. The palaces, cathedrals, and statues are all still there. But today's Russia is cynical and hip and full of contrasts. Trendy art galleries replaced the Soviet factories in many cities and fierce capitalism has created the wildly rich. More billionaires live in Moscow today than anywhere else, where restaurants, nightclubs and shops have taken luxury to a new level. In the new Russia, it seems anything is possible."
Portugal,"Portugal is 900 years old, and even though it has a relatively small area, it played a crucial role in world history. As of today, it is the oldest country in Europe with the same borders. During the 15th and 16th centuries Portugal started a major chapter in world history with the New World Discoveries (""Descobrimentos""). It established a sea route to India, and colonized areas in Africa (Angola, Mozambique, Cape Verde...), South America (Brazil), Asia (Macau,...), and Oceania (East-Timor,...) creating an empire. The Portuguese language continues to be the biggest connection between these countries.
 In 1910, the Republic was established, abolishing the Monarchy. However, this Republic was fragile and a military dictatorship was implemented, which lasted for 40 years, plunging the country into a marked stagnation. In 1974, Portugal became a free democracy, and in 1986 it joined the current European Union, quickly approaching European standards of development.
"
Romania,"With a Black Sea coast to the east, it is bordered by Bulgaria to the south, Serbia to the southwest, Hungary to the northwest, Moldova to the northeast  and Ukraine in both the north and the east. While its southern regions are usually seen as part of Southeastern Europe (Balkans), Transylvania, its largest region, has a more Central European look. 
 The country - which joined the European Union in January 2007 - is currently enjoying a higher life standard than in Communist times, with foreign investments on the rise. 
"
Puerto Rico,"Sunrise and sunset are both worth waiting for when you're in Puerto Rico. The pinks and yellows that hang in the early-morning sky are just as compelling as the sinewy reds and purples that blend into the twilight. It's easy to compare them, as Puerto Rico is so narrow that you can easily have breakfast in Fajardo, looking eastward over the boats headed to enchanted islands like Vieques and Culebra, then settle down for a lobster dinner in Rincon as the sun is sinking into the inky-blue water."
Papua New Guinea,"The country can be conveniently divided into 9 regions:
 There is evidence of human settlement as long ago as 35,000 years in what is now Papua New Guinea. This comes from an archaeological site at Matenkupkum, just south of Namatanai in New Ireland province. Other archaeological digs at several locations in New Ireland have discovered tools and food residue dating back 20,000 years.  
"
Qatar,"Qatar (قطر ""kat-ir"") is a peninsula jutting into the Arab Gulf, to the east of Saudi Arabia,  East of Bahrain and West of the Emirates.
 Since the mid-1800s, Qatar transformed itself from a poor British protectorate noted mainly for pearling into an independent state with significant oil and natural gas revenues, which enable Qatar to have a per capita income almost above the leading industrial countries of Western Europe.  
Qatar is home to the Al Jazeera television station and is rapidly gaining interest among foreigners as it hosted the 2006 Asian Games and is now scheduled to host the 2022 FIFA World Cup.
"
Poland,"The first cities in today's Poland, Kalisz and Elbląg on the Amber Trail to the Baltic Sea, were mentioned by Roman writers in the first century AD, but the first Polish settlement in Biskupin dates even further back to the 7th century BC. 
 Poland was first united as a country in the first half of the 10th century, and officially adopted Catholicism in 966. The first capital was in the city of Gniezno, but a century later the capital was moved to Kraków, where it remained for half a millennium. 
"
Peru,"Although Peru has rich natural resources and many great places to visit, the poverty scale reaches 25.8% of the population. The rich, consisting mostly of a Hispanic (or ""Criollo"") elite, live in the cities. Nevertheless, most Peruvians are great nationalists and love their country with pride (largely stemming from Peru's history as the hub of both the Inca empire and Spain's South American empire). Also, many Peruvians separate the state of Peru and its government in their minds. Many of them distrust their government and police, and people are used to fighting corruption and embezzlement scandals, as in many countries.
 The Peruvian economy is  healthy and quite strong, however inequality is still common. It is indebted and dependent on industrial nations, especially China, Russia and United States. The US foreign policy decisions in recent years has contributed to a widely held negative view about the US government in Peru, but not against individual citizens. 
"
Saint Martin,"Saint Martin is an island split between the French collectivity of Saint-Martin and the Dutch territory of Sint Maarten (formerly part of the Netherlands Antilles, but now a constituent state of the Kingdom of the Netherlands). It is one of the smallest land masses divided between two countries.
 The northern, French side of the island is known as Saint-Martin, and is 54 km²/21 square miles.  The southern, ""Dutch side"" of the island is known as Sint Maarten, and is 41 km²/16 square miles.  The Dutch side has recently formed its own government and legal system, with its relations with the ""French side"" to remain unchanged.  To avoid confusion between the three variations on the name, the two regions are commonly referred to as ""the French side"" and ""the Dutch side"".
"
Sierra Leone,"From an approximate 100km coastal belt of low-lying land, the country rises to a mountain plateau near the eastern frontier rising 1200m to 2000m with a rich timber forest region.
 The peninsula, on which the capital and main commercial centre of Freetown stands, is 40km long and 17km wide with a mountainous interior.
"
Samoa,"Samoa is about one-half of the way between Hawaii and New Zealand. The islands have narrow coastal plains with volcanic, rocky, rugged mountains in the interior. The two main islands are Upolu and Savaii. The capital, Apia, and the international airport are on Upolu.
 The main islands are the result of countless volcanic eruptions, leaving easily visible volcanic cones all over both islands. None of the volcanoes are currently active, but small earthquakes often rock the island, reminding people of the volcanoes' presence. In September 2009 the south coast of Upolu Island was hit by a devastating tsunami, with much loss of life.
"
Singapore,"Combining the skyscrapers and subways of a modern, affluent city with a medley of Chinese, Malay and Indian influences and a tropical climate, with tasty food, good shopping and a vibrant night-life scene, this Garden City makes a great stopover or springboard into the region.
 Singapore is a small island country, but with just over five million people it is a fairly crowded city, second only to Monaco as the world's most densely populated country. 
"
Saint Vincent and the Grenadines,"Bananas and other agricultural products remain the staple of this lower-middle income country's economy. Although tourism and other services have been growing moderately in recent years, the government has been ineffective at introducing new industries. Unemployment remains high, and economic growth hinges upon seasonal variations in the agricultural and tourism sectors.
 While the English were the first to lay claim to St. Vincent in 1627, the French would be the first European settlers on the island when they established their first colony at Barrouallie on the Leeward side of St. Vincent shortly before 1700.  Carib Indians aggressively prevented European settlement on St. Vincent until the 18th century. African slaves, whether shipwrecked or escaped from St. Lucia or Grenada and seeking refuge in St. Vincent, intermarried with the Caribs. St. Vincent was ceded to Britain by the Treaty of Paris in 1763), restored to French rule in 1779 and regained by the British under the Treaty of Versailles in 1783. 
"
Seychelles,"The Seychelles were disputed between France and Great Britain during the age of colonialism, with Britain ending up in control in 1814 after the Napoleonic Wars. The islands achieved independence in 1976; however, free elections did not occur until 1993. The politics of this island group remain in something of a state of flux, although this should not bother the tourist seeking a relaxing beach vacation.
 The Outer Seychelles are corralline and mostly uninhabited. Visitors are rare; travel is via private yacht or remote airstrip on small local planes.
"
Sao Tome and Principe,"
 São Tomé and Príncipe [1] (often called just ""São Tomé"" for short) is a small island nation off the Atlantic coast of Central Africa, located in the Gulf of Guinea, straddling the Equator, west of Gabon. Discovered and claimed by Portugal in the late 15th century, the islands' sugar-based economy gave way to coffee and cocoa in the 19th century -- all grown with plantation slave labor, a form of which lingered into the 20th century. Although independence was achieved in 1975, democratic reforms were not instituted until the late 1980s, and the first free elections were held in 1991.
"
Rwanda,"Rwanda is not only the land of a thousand hills, but also a country rich in flora and fauna and stunning natural beauty in its scenic rolling and breathtaking green savannah. The country hosts some rare species of animals like the silverback mountain gorillas as well as unique birds and insects in the tropical forest of Nyungwe.
 It's been nearly two decades since the civil war and genocide of 1994 that devastated this tiny country, and it's come a long way, being now a member of the Commonwealth. It still has to deal with higher crime rates, and some political instability with outbreaks of violence. Expect a warm and friendly welcome to a beautiful country, as well as security advisories.
"
Saudi Arabia,"Saudi Arabia contains the holy Muslim cities of Makkah and Madinah, to which all physically and financially able Muslims are required to make a pilgrimage at least once if possible (see Hajj).
 Saudi Arabia is one of two countries named for their royal families, along with the Hashemite Kingdom of Jordan. The family were sheikhs of Nejd, the area around Riyadh, but were driven out by a neighbouring dynasty, hiding with their relatives, the emirs of Kuwait. Then in 1902, young Abdulaziz Ibn Saud and his army returned to re-capture their home. As it turned out, the invaders had been corrupt, ineffective, and abusive, so many locals joined them. They not only re-captured Riyadh, but much of the surrounding territory.
"
Sint Maarten,"Saint Martin is an island split between the French collectivity of Saint-Martin and the Dutch territory of Sint Maarten (formerly part of the Netherlands Antilles, but now a constituent state of the Kingdom of the Netherlands). It is one of the smallest land masses divided between two countries.
 The northern, French side of the island is known as Saint-Martin, and is 54 km²/21 square miles.  The southern, ""Dutch side"" of the island is known as Sint Maarten, and is 41 km²/16 square miles.  The Dutch side has recently formed its own government and legal system, with its relations with the ""French side"" to remain unchanged.  To avoid confusion between the three variations on the name, the two regions are commonly referred to as ""the French side"" and ""the Dutch side"".
"
Slovenia,"Previously one of Yugoslavia's six constituent republics, present-day Slovenia became independent in 1991. Historical ties to Western Europe, a strong economy, and a stable democracy have assisted in Slovenia's transformation to a modern state. 
 Slovenia's main industries include car parts, chemicals, electronics, electrical appliances, metal goods, textiles and furniture. It has a Mediterranean climate on the coast, continental climate with mild to hot summers, and cold winters in the plateaus and valleys to the east.
"
Spain,"Spain [1] (Spanish: España) is a diverse country sharing the Iberian Peninsula with Portugal at the western end of the Mediterranean Sea. It is the country with the second-largest number of UNESCO World Heritage Sites, after Italy, and the largest number of World Heritage Cities.
 Spain is considered an exotic country in Europe due to its friendly inhabitants, relaxed lifestyle, its cuisine, vibrant nightlife, and world-famous folklore and festivities. Among many places worth visiting are Spain's thriving capital Madrid, the vibrant coastal city of Barcelona, the famous ""Running of the Bulls"" at Pamplona, major Andalusian cities with Islamic architecture, like Seville, Granada and Córdoba, the Way of St. James and the idyllic Balearic and Canary Islands.
"
Sri Lanka,"Sri Lanka has more than 3,500 years of continuous written history by means of the Mahawansha, and was also mentioned in several ancient Indian texts. One of the most famous is the Ramayana, in which the island, which was referred to as Lanka, was the island fortress of the king Ravana, who captured the wife of Rama an incarnation of the Hindu God, Vishnu. Legend has it that Hanuman the monkey god flew over to Lanka and destroyed the capital by setting it on fire, while Rama and his remaining troops later crossed over from the mainland by building a land bridge across the sea.
 The Sinhalese arrived in Sri Lanka late in the 6th century BC, probably from northern India. Buddhism was introduced beginning in about the mid-3rd century BC, and a great civilization developed at such cities as Anuradhapura (kingdom from c.200 BC to c.1000 AD) and Polonnaruwa (c.1070 to 1200). Other notable but relatively more recent kingdoms are Dambadeniya, Yapahuwa, Gampola, Kandy and Jaffna Kingdoms. 
"
Tanzania,"Travelers and merchants from the Persian Gulf and Western India have visited the East African coast since early in the first millennium CE. Islam was practised on the Swahili coast as early as the eighth or ninth century CE.
 In the late 19th century, Imperial Germany conquered the regions that are now Tanzania (minus Zanzibar), Rwanda, and Burundi, and incorporated them into German East Africa. The post-World War I accords and the League of Nations charter designated the area a British Mandate, except for a small area in the northwest, which was ceded to Belgium and later became Rwanda and Burundi. British rule came to an end in 1961 after a relatively peaceful transition to independence. In 1954, Julius Nyerere transformed an organization into the politically oriented Tanganyika African National Union (TANU). Nyerere became Minister of British-administered Tanganyika in 1960 and continued as Prime Minister when Tanganyika became officially independent in 1961. After the Zanzibar Revolution overthrew the Arab dynasty in neighboring Zanzibar, which had become independent in 1963, the island merged with mainland Tanganyika to form the nation of Tanzania on 26 April 1964. 
"
Sweden,"Sweden is a developed post-industrial society with an advanced welfare state. The standard of living and life expectancy rank among the highest in the world. Sweden joined the European Union in 1995, but decided by a referendum in 2003 not to commit to the European Monetary Union and the Euro currency. Leadership of Sweden has for the larger part of the 20th century been dominated by the Social Democratic Party, which started out at the end of the 19th century as a labor movement. Since the 2006 election, a coalition of centre-right liberal/conservative parties hold the power.
 Sweden has a strong tradition of being an open, yet discreet country. There is a widespread rumor that Swedes sometimes appear to be quite reserved at first, but once they get to know who they are dealing with, they'll be as warm and friendly as you'd wish. This may have been true in the 40's but is not anymore. This myth may have been produced by the large number of Swedes living abroad where, as foreigners, they more often would participate in social activities, as they had no family in the new country. Privacy is regarded as a key item and many visitors, for example mega-stars in various lines of trade, have many times realized that they mostly can walk the streets of the cities virtually undisturbed.
"
Swaziland,"Swaziland, one of the last absolute monarchies in the world, is one of the smallest countries in Africa and has a well-earned reputation for friendliness in Southern Africa. It also contains several large game parks and reserves, which are sponsored by the government and are popular tourist destinations.
 Compared to other countries in the region, Swaziland is known for its civility and peacefulness, despite similar problems with poverty and one of the world's worst AIDS crises. As of November 2008 the total reported percentage of those with HIV was listed as 30%; this, of course, does not include those who have not yet been tested. The AIDS epidemic has broken up the traditional extended family unit, leaving many young children orphaned and fighting for survival.
"
Syrian Arab Republic,"Syria has a population of 21,906,000 people (UN, 2009 estimate), of which 6 million are concentrated in the capital Damascus. A moderately large country (185,180 sq km or 72,150 sq miles), Syria is situated centrally within the Middle East region and has land borders with Turkey in the north, with Israel and Lebanon in the south, and with Iraq and Jordan in the east and south-east respectively.
 The population of Syria is predominately Arab (90%), with large minorities from other ethnic groups: Kurds, Armenians, Circassians and Turks. The official language is Arabic, but other tongues that are occasionally understood include Kurdish, Armenian, Turkish, French and English. The Syrian Republic is officially secular. Nonetheless, it is greatly influenced by the majority religion of Islam (90% of the population, split between 74% Sunni Muslim and 16% other Muslim, Alawites and Druze). There is a large Christian minority that amounts to about 10% of the population.
"
Switzerland,"The climate is temperate, but varies with altitude. Switzerland has cold, cloudy, rainy/snowy winters and cool to warm, cloudy, humid summers with occasional showers. 
 Switzerland is known for its mountains (Alps in south, Jura in northwest) but it also has a central plateau of rolling hills, plains, and large lakes.  The highest point is Dufourspitze at 4,634 m while Lake Maggiore is only 195 m above sea level.
"
Turkey,"There is evidence that the bed of the Black Sea was once an inhabited plain, before it was flooded in prehistoric times by rising sea levels. Mount Ararat (Ağrı Dağı), at 5,165 m is the country's highest point and legendary landing place of Noah's Ark, lies in the mountains on the far eastern edge of the country.
 Turkey was founded in 1923 from the remnants of the Ottoman Empire. Soon thereafter the country instituted secular laws to replace traditional religious fiats. In 1945 Turkey joined the UN, and in 1952 it became a member of NATO.
"
Togo,"Togo [1] is a narrow country in West Africa, sandwiched between Ghana on the west and Benin on the east, with a small border with Burkina Faso to the north, and a 56km coastline on the Atlantic Ocean to the south.
 Togo is probably one of the nicest places in Western Africa. Roads are pretty good, distances small, beaches sandy and white, people friendly, hills and mountains waiting to be explored. What else do you need? 
The capital city, Lomé is an excellent place to start your trip. Lots of daytrips can be made to Togoville on the borders of Lake Togo or Aneho.
"
Australia,"However, Australia is actually one of the world's most highly urbanised countries, well known for the cosmopolitan attractions of its large cities such as  Sydney, Melbourne and Perth. 
 Australia is the sixth-largest country by land area. It is comparable in size to the 48 contiguous United States. Australia is bordered to the west by the Indian Ocean, and to the east by the South Pacific Ocean. The Tasman Sea lies to the southeast, separating it from New Zealand, while the Coral Sea lies to the northeast. Papua New Guinea, East Timor and Indonesia are Australia's northern neighbours, separated from Australia by the Arafura Sea and the Timor Sea.
"
Turkmenistan,"Turkmenistan is a very unusual regime. The government is in firm control of nearly everything.  Officially  tourism is welcomed, but onerous Soviet-style visa requirements discourage all but the most determined visitors. The cult of personality the previous president created for himself is truly amazing and reminders of the Turkmenbashi's legacy are everywhere.  It is unwise for visitors to discuss politics or the omnipresent police and military.
 The traditional life of the Turkmen is that of nomadic shepherds, though some have been settled in towns for centuries. The country is known for its fine carpets (one is even featured in its flag) and horses. It is a fairly poor country, that has been isolated from the world. Other than that, Billions have been spent on modernization  in Ashgabat, Turkmenbashi, and many other cities in post Soviet times. While there has been much construction in Ashgabat, most of the downtown high rises appear empty.  And also, the country has extensive oil and gas reserves being developed, with recently opened pipelines to China, Iran, and soon Azerbaijan. Turkmenistan is also the second wealthiest country in Central Asia. 
"
Uzbekistan,"The meaning of the name Uzbek is disputed. One version is that it is derived from Turkic  'uz/öz' ('good' or 'true') and 'bek' ('guardian'). 
 Uzbekistan is rich in history. Samarkand was conquered by Alexander the Great. Islam was introduced by Arabs in the 8th-9th century. The most famous leader to come from Uzbekistan is Tamerlane who was born in Shahrisabz south of Samarkand. Russia conquered Uzbekistan in the late 19th century. Stiff resistance to the Red Army after World War I was eventually suppressed and a socialist republic set up in 1924. During the Soviet era, intensive production of ""white gold"" (cotton) and grain led to overuse of agrochemicals and the depletion of water supplies, which have left the land poisoned and the Aral Sea and certain rivers half dry.
"
United Kingdom,"This Union is more than 300 years old and comprises four constituent nations: England, Scotland, Wales, and Northern Ireland. It occupies all of the island of Great Britain, the north-eastern portion of the island of Ireland and most of the remaining British Isles. 
 It's important to remember that the Republic of Ireland is a completely separate state from the United Kingdom, seceding from the Union and gaining its independence in 1922. The Isle of Man and the various Channel Islands are ""crown dependencies"", possessing their own legislative bodies for domestic legislation with the assent of the Crown. They are not part of the United Kingdom, nor of the EU, but are not sovereign states in their own right either. The UK has Ireland, France, Belgium and the Netherlands as its nearest neighbours. 
"
Uruguay,"The name Uruguay means river of the colorful birds. It is a word in Guarani that was spoken by the natives of the area.  
 Often called the Switzerland of South America not for geographical features but for a stable democracy and social benefits such as free education. In 2002 Uruguay faced one of its biggest economic crises which had very negative effects on crime.  Although economic activity by 2008 had returned to pre-crisis levels, crime remains relatively high compared to historical levels, but is still low by South American standards. Long a desired country for immigration, Uruguay has been suffering from high levels of emigration for almost four decades, mainly of highly trained workers and people with high-level studies (""brain drain"") seeking better opportunities abroad.  
"
Vanuatu,"The prehistory of Vanuatu is obscure; archaeological evidence supports the commonly held theory that peoples speaking Austronesian languages first came to the islands some 4,000 years ago. Pottery fragments have been found dating back to 1300–1100 BC.
 The first island in the Vanuatu group discovered by Europeans was Espiritu Santo, when in 1606 the Portuguese explorer Pedro Fernandes de Queirós working for the Spanish crown, spied what he thought was a southern continent. Europeans did not return until 1768. In 1774, Captain Cook named the islands the New Hebrides, a name that lasted until independence.
"
Philippines,"The Philippines (Filipino: Pilipinas) is an archipelago in South-East Asia of more than seven thousand islands located between the Philippine Sea and the South China Sea at the very eastern edge of Asia. 
 Many wonderful beaches are just part of one of the world's longest coastlines and it takes about three decades to visit and experience every island. Since Spanish colonial times, the country has been Asia's largest Catholic country. Over a hundred ethnic groups, a mixture of foreign influences and a fusion of culture and arts have enhanced the uniqueness of the Filipino identity and the wonder that is the Philippines. 
"
Venezuela,"Current protests in Venezuela cause complications to visitors, since services are disrupted.
 Venezuela is home to the world's highest waterfall, Angel Falls and the second longest river in South America, the Orinoco. It also has the longest coastline to the Caribbean sea. Venezuela is the world's fifth-largest oil exporter and also has vast untapped reserves of natural gas. Ecologically, Venezuela is considered among the 20 Megadiverse countries of the planet; more than 40% of its national territory is covered by protected areas.
"
Zimbabwe,"The Zambezi river forms the natural boundary with Zambia and when in full flood (February-April) the massive Victoria Falls on the river forms the world's largest curtain of falling water. The Victoria Falls are a major tourist attraction.
 Once known as the Breadbasket of Africa, since 2000, Zimbabwe has undergone an economic collapse and the rule of law has gradually but largely broken down, although there have been a few signs of improvement since the theoretical formation of a unity Government in 2009 and the Zimbabwean economy has been on the rebound. GDP grew by more than 5% in the year 2010 and 2011, from a very low base. Growth is forecast to increase, buoyed by high mineral prices and the improving agriculture sector.
"
United States,"With its history of mass immigration dating from the 17th century, it is a ""melting pot"" of cultures from around the world and plays a dominant role in the world's cultural landscape. It's famous for its wide array of popular tourist destinations, ranging from the skyscrapers of Manhattan and Chicago, to the natural wonders of Yellowstone and Alaska, to the warm, sunny beaches of Florida, Hawaii and Southern California.
 The United States is not the America of television and the movies. It is large, complex, and diverse, with several distinct regional identities. Due to the vast distances involved, travelling between regions can be time-consuming and expensive.
"
Zambia,"Zambia offers travellers some of the world's best safari opportunities, a glimpse into ""real Africa,"" and Victoria Falls, one of the World's Seven Natural Wonders and a UNESCO World Heritage Site.
 The territory of Northern Rhodesia was administered by Cecil Rhodes's British South Africa Company from 1891 until it was formally administered as a British crown colony in 1923. During the 1920s and 1930s, advances in mining spurred development and immigration. 
"
Armenia,"Landlocked, Armenia is bordered by Turkey to the west, Georgia to the north, Iran to the south, Azerbaijan to the east, and Azerbaijan's Naxcivan exclave to the southwest. Five percent of the country's surface area consists of Lake Sevan (Sevana Lich), the largest lake in the Lesser Caucasus mountain range. The many mountains and mountain valleys create a great number of micro climates, with scenery changing from arid to lush forest at the top of a mountain ridge.
 Armenia (along with Georgia) is one of the easier countries of the Caucasus to visit; there are lots of road signs in English and one gets the distinct feeling that tourists are welcome. Police don't appear to be too crooked, at least not in Yerevan, and in general the country appears to be both reasonably safe and well-organised.
"
Algeria,"Additionally, there is the threat of bandits and an al Qaeda-affiliated terrorist group (AQIM) in the south of the country. Much of their activity has been in neighboring Mali  Niger. In the autumn of 2011, a few European aid workers were kidnapped by AQIM and held captive in Mali until July 2012. Also, in January 2013, Al Qaeda captured several foreigners including British and Americans. Tamanrasset is safe to visit due to police  military presence but only for essential travel, however you should not attempt to travel in the Sahara desert without a local guide taking adequate caution. Some routes in the Sahara may require vehicles to travel only in military/police-escorted convoys for safety. Absolutely no attempt should be made to travel overland to Mali or Niger! (Updated July 2012)
 
"
Afghanistan,"Afghanistan has been the centre of many powerful empires for the past 2,000 years. However, in the last 30 years the country has been in chaos due to major wars -- from the Soviet invasion of 1979 to their withdrawal in 1989 and from warlordism to the removal of the Taliban in 2001 and the ensuing American and NATO invasion. Economically, Afghanistan is considered poor compared to many other nations of the world. The country is currently going through a nation-wide rebuilding process.
 Afghanistan has spent the last 3 decades in the news for all the wrong reasons. While visiting has not been advisable for several years, it has much to offer the intrepid traveller. That said, even the more adventurous should consider looking elsewhere for thrill-seeking at the moment.
"
San Marino,"San Marino is the world's oldest republic and Europe's third smallest state. It lies 657 m above sea level with spectacular views of the surrounding countryside and Adriatic coast, and is situated only 10km from Rimini. Legend has it that the founder of San Marino, a stonemason arrived from the island of Rab in Dalmatia, climbed Mt. Titano to found a small community of Christians, persecuted for their faith by the Emperor Diocletian.
 San Marino is made up of a few towns dotted around the mountain sides. The capital of San Marino is itself called 'San Marino' and is situated high up on a mountain top. The capital is surrounded by a wall and three distinct towers overlook the rest of the country. The site ""San Marino: Historic Centre and Mount Titano"" has become part of the UNESCO World Heritage List in 2008.
"
Belgium,"Belgium is a densely populated country trying to balance the conflicting demands of urbanization, transportation, industry, commercial and intensive agriculture. It imports large quantities of raw materials and exports a large volume of manufactured goods, mostly to the EU.
 Belgium is the heir of several former Medieval powers, previously named Belgae (or Belgica reference to the Roman Empire period), and you will see traces of these everywhere during your trip in this country.
"
Bhutan,"Besides the stunning natural scenery, the enduring image of the country for most visitors is the strong sense of culture and tradition that binds the kingdom and clearly distinguishes it from its larger neighbors. Bhutan is the only Vajrayana Buddhist nation in the world, and the profound teachings of this tradition remain well preserved and exert a strong influence in all aspects of life.  Due to its pristine environment and harmonious society, the tiny Kingdom of Bhutan has been called ""The Last Shangrila.""
 While traditional culture has been very well preserved, the opening of the country to TV and internet in 1999 has had a major effect, and modern-day culture is mostly centred on bars and snooker halls. As a result, there is very little or no evidence of quality contemporary art, theatre or music. 
"
Bosnia and Herzegovina,"Until recently, the idea of a Bosnian-Herzegovinan  nationality mainly applied to the nation's Muslims, also referred to as Bosniaks. Bosnia and Herzegovina's Croatians and Serbs looked to Serbia and Croatia for guidance and as the mother country and both had aspirations for political union with either Serbia or Croatia once the Yugoslav state began to fall apart in the early 1990s. This of course spelled disaster for the state of Bosnia-Herzegovina and as a result a bloody civil war was fought between all three groups. In the end the Croatian-Muslim alliance fought the Serbian forces on the ground whilst NATO attacked the Bosnian Serbs from the air. A peace treaty followed with a heavy handled role of the U.S. Clinton Administration helping seal the deal. The result was that Bosnia would be a federation comprising a Croat-Muslim unit alongside a Serb autonomous entity. Things have rapidly improved since then but the two regions of Bosnia still have a long way to go towards complete political and social union. As of now, it could be said Bosnia-Herzegovina functions as one country with two or even three different parts. However, the central government lies in Sarajevo and there is one common currency, the Mark (KM). 
 Bosnia and Herzegovina's declaration of sovereignty in October 1991, was followed by a declaration of independence from the former Yugoslavia on 3 March 1992 after a referendum boycotted by ethnic Serbs. 
"
Azerbaijan,"Azerbaijan is a former Soviet republic in the Caucasus and variously considered part of Europe or Asia. The country lies on the Caspian Sea between Russia and Iran and is bordered to the west by Georgia and Armenia. The autonomous exclave of Nakhchivan lies between Armenia and Iran with a short border with Turkey.
 Azerbaijan regained its independence after the collapse of the Soviet Union in 1991. 
"
Costa Rica,"Costa Rica [1] (i/ˌkoʊstə ˈriːkə/), officially the Republic of Costa Rica (Spanish: Costa Rica or República de Costa Rica, pronounced [reˈpuβlika ðe ˈkosta ˈrika]) is a small country in Central America bordered by Nicaragua to the north, Panama to the south, the Pacific Ocean to the west, and the Caribbean Sea to the east.
 By the early 1990s, Costa Rica became known as the poster child of ecotourism. According to the Costa Rican Tourism Board, 46% of international tourists visiting the country in 2009 engaged in activities related to ecotourism, including trekking, flora, fauna, and bird watching, and visits to rural communities. However, most visitors look for adventure activities, which Costa Rica offers as well. Costa Rica was included by Ethical Traveler magazine in the 2011 and the 2012 list of The Developing World's 10 Best Ethical Destinations.
"
France,"France has been the world's most popular tourist destination for over twenty years (83.0 million in 2012) and it's geographically one of the most diverse countries in Europe. Its cities contain some of the greatest treasures in Europe, its countryside is prosperous and well tended and it boasts dozens of major tourist attractions, like Paris, the French Riviera, the Atlantic beaches, the winter sport resorts of the French Alps, the castles of the Loire Valley, Brittany and Normandy. The country is renowned for its gastronomy (particularly wines and cheeses), history, culture and fashion.
 ""It is only with the heart that one can see rightly. What is essential is invisible to the eye."" — Antoine de Saint Exupéry, from The Little Prince
"
Cuba,"Since independence in 1902, Cuba had been an American satellite state. The Cuban economy was dependent on America's and the second most important person in the island was the American ambassador. During this time, most of the population lived in poverty and social inequalities were large. It was during this period that Cuba became a popular tourist destination for United States citizens, mainly due to Havana's European-like beauty, its high standard of living (Cuba having the largest Latin American middle class per-capita in 1958), and the large number of shows, events, and casinos catering to tourists. During such era more Americans resided in Cuba than Cubans in USA. Many Americans had beach homes during the summer, and rich American companies also owned large factories and land in the island nation. However there were large gaps in wealth and corruption was rife while most property was owned by foreigners.  
 In 1952 Fulgencio Batista, a former President and General, robbed a presidential election causing public discontent and political turmoil for the next six years. His authoritarian government together with social inequalities, enormous corruption and the fact that the island was a US satellite culminated in the Cuban Revolution in 1953 to 1959 led by Fidel Castro. However crippled by an embargo by the US and the growing ties with the USSR turned the revolution into a socialist one, in effect turning Cuba into a communist country. 
"
